term,df,months,recent_df,recency,score,topic1,topic2,words,lang
Digital Omnibus,7,6,7,1.0,7.284,law,guideline,2,en
과태료,7,6,7,1.0,7.284,law,guideline,1,ko
시행령,7,6,7,1.0,7.284,law,standards,1,ko
높을수록,7,6,7,1.0,7.284,safety_research,law,1,ko
글로벌 거버넌스,10,6,7,0.7,7.279,norms,national_security,2,ko
Turing,10,6,7,0.7,7.279,frontier,national_security,1,en
보수적,10,6,7,0.7,7.279,healthcare,safety_research,1,ko
팀에,10,6,7,0.7,7.279,cybersecurity,sovereign_ai,1,ko
Crisis,10,6,7,0.7,7.279,politics,frontier,1,en
AI-,10,6,7,0.7,7.279,norms,safety_research,1,en
CNN,10,6,7,0.7,7.279,law,youth,1,en
지구,10,6,7,0.7,7.279,law,politics,1,ko
통지,10,6,7,0.7,7.279,law,guideline,1,ko
건에서,9,6,7,0.778,7.269,agentic_ai,deepfake_disinfo,1,ko
관련 기능,8,6,7,0.875,7.269,safety_research,cybersecurity,2,ko
환경 변화,8,6,7,0.875,7.269,cybersecurity,sovereign_ai,2,ko
범위 확대,8,6,7,0.875,7.269,frontier,cybersecurity,2,ko
포착하지,8,6,7,0.875,7.269,safety_research,frontier,1,ko
발전하고,9,6,7,0.778,7.269,frontier,deepfake_disinfo,1,ko
설계할,9,6,7,0.778,7.269,law,safety_research,1,ko
공공행정,9,6,7,0.778,7.269,norms,cybersecurity,1,ko
administration,8,6,7,0.875,7.269,law,norms,1,en
Human-AI,8,6,7,0.875,7.269,safety_research,norms,1,en
True,8,6,7,0.875,7.269,frontier,deepfake_disinfo,1,en
받았,9,6,7,0.778,7.269,norms,law,1,ko
Learn,8,6,7,0.875,7.269,standards,agentic_ai,1,en
urges,8,6,7,0.875,7.269,safety_research,open_weight,1,en
공장,8,6,7,0.875,7.269,physical_ai,national_security,1,ko
개사,9,6,7,0.778,7.269,cybersecurity,frontier,1,ko
금융위원회,8,6,7,0.875,7.269,cybersecurity,guideline,1,ko
늘어나,8,6,7,0.875,7.269,law,guideline,1,ko
주체성,8,6,7,0.875,7.269,open_weight,norms,1,ko
대응 능력,8,6,7,0.875,7.269,norms,cybersecurity,2,ko
에이전트 작업,8,6,7,0.875,7.269,frontier,agentic_ai,2,ko
자기개선,8,6,7,0.875,7.269,norms,frontier,1,ko
축을,8,6,7,0.875,7.269,cybersecurity,safety_research,1,ko
기반 하며,8,6,7,0.875,7.269,guideline,standards,2,ko
정지,8,6,7,0.875,7.269,deepfake_disinfo,safety_research,1,ko
정하고,8,6,7,0.875,7.269,law,national_security,1,ko
conversational,8,6,7,0.875,7.269,law,healthcare,1,en
sign,8,6,7,0.875,7.269,norms,frontier,1,en
실시간 모니터링,8,6,7,0.875,7.269,guideline,frontier,2,ko
공유할,8,6,7,0.875,7.269,frontier,physical_ai,1,ko
모범,8,6,7,0.875,7.269,guideline,frontier,1,ko
Freedom,9,6,7,0.778,7.269,law,deepfake_disinfo,1,en
차단하고,8,6,7,0.875,7.269,frontier,safety_research,1,ko
본인,8,6,7,0.875,7.269,law,deepfake_disinfo,1,ko
공동 대응,9,6,7,0.778,7.269,frontier,norms,2,ko
boost,8,6,7,0.875,7.269,cybersecurity,norms,1,en
불필요한,8,6,7,0.875,7.269,law,deepfake_disinfo,1,ko
mini,8,6,7,0.875,7.269,frontier,open_weight,1,en
토큰 예산,8,6,7,0.875,7.269,frontier,cybersecurity,2,ko
취약계층,9,6,7,0.778,7.269,law,youth,1,ko
Dual-Use,9,6,7,0.778,7.269,cybersecurity,open_weight,1,en
할인,9,6,7,0.778,7.269,open_weight,frontier,1,ko
인터랙티브,8,6,7,0.875,7.269,guideline,frontier,1,ko
plus,9,6,7,0.778,7.269,frontier,norms,1,en
포트폴리오,8,6,7,0.875,7.269,cybersecurity,norms,1,ko
제공될,9,6,7,0.778,7.269,frontier,safety_research,1,ko
Distributed,9,6,7,0.778,7.269,agentic_ai,frontier,1,en
유지되,8,6,7,0.875,7.269,safety_research,frontier,1,ko
공동 개발하고,8,6,7,0.875,7.269,frontier,standards,2,ko
대로,9,6,7,0.778,7.269,frontier,cybersecurity,1,ko
전환하고,8,6,7,0.875,7.269,law,frontier,1,ko
Supervision,8,6,7,0.875,7.269,safety_research,frontier,1,en
펠로십,8,6,7,0.875,7.269,frontier,national_security,1,ko
behaviour,9,6,7,0.778,7.269,safety_research,frontier,1,en
공개 의무,8,6,7,0.875,7.269,law,guideline,2,ko
텍스트 기반,9,6,7,0.778,7.269,safety_research,deepfake_disinfo,2,ko
Complex,8,6,7,0.875,7.269,agentic_ai,frontier,1,en
인공지능 보안,8,6,7,0.875,7.269,cybersecurity,frontier,2,ko
Cards,8,6,7,0.875,7.269,law,cybersecurity,1,en
기본적,9,6,7,0.778,7.269,law,youth,1,ko
위험 있으,9,6,7,0.778,7.269,youth,law,2,ko
Cyber Capabilities,9,6,7,0.778,7.269,frontier,cybersecurity,2,en
다양한 산업,9,6,7,0.778,7.269,standards,agentic_ai,2,ko
finding,8,6,7,0.875,7.269,cybersecurity,frontier,1,en
job,8,6,7,0.875,7.269,frontier,sovereign_ai,1,en
기업 내부,8,6,7,0.875,7.269,law,norms,2,ko
letter,8,6,7,0.875,7.269,norms,frontier,1,en
validation,8,6,7,0.875,7.269,healthcare,law,1,en
지속될,8,6,7,0.875,7.269,law,youth,1,ko
Change,9,6,7,0.778,7.269,law,deepfake_disinfo,1,en
기여하,9,6,7,0.778,7.269,frontier,standards,1,ko
과정 인간,8,6,7,0.875,7.269,frontier,physical_ai,2,ko
탐지 성능,8,6,7,0.875,7.269,safety_research,cybersecurity,2,ko
키프로스,8,6,7,0.875,7.269,law,cybersecurity,1,ko
연구들,8,6,7,0.875,7.269,guideline,norms,1,ko
역사,8,6,7,0.875,7.269,guideline,safety_research,1,ko
Dynamics,9,6,7,0.778,7.269,frontier,safety_research,1,en
보는,8,6,7,0.875,7.269,deepfake_disinfo,national_security,1,ko
상실 위험,8,6,7,0.875,7.269,frontier,safety_research,2,ko
변하는지,8,6,7,0.875,7.269,norms,frontier,1,ko
검증 없이,8,6,7,0.875,7.269,national_security,deepfake_disinfo,2,ko
실패한,8,6,7,0.875,7.269,safety_research,cybersecurity,1,ko
기술 연구,8,6,7,0.875,7.269,agentic_ai,deepfake_disinfo,2,ko
재정적,8,6,7,0.875,7.269,national_security,norms,1,ko
유익한,9,6,7,0.778,7.269,safety_research,frontier,1,ko
구축 목표,9,6,7,0.778,7.269,guideline,law,2,ko
제기한 소송,8,6,7,0.875,7.269,law,frontier,2,ko
관련 질문,8,6,7,0.875,7.269,deepfake_disinfo,safety_research,2,ko
기금,9,6,7,0.778,7.269,frontier,youth,1,ko
주거,8,6,7,0.875,7.269,frontier,politics,1,ko
포스트,9,6,7,0.778,7.269,agentic_ai,cybersecurity,1,ko
흔히,8,6,7,0.875,7.269,national_security,agentic_ai,1,ko
과대평가할,8,6,7,0.875,7.269,agentic_ai,cybersecurity,1,ko
스크린샷,8,6,7,0.875,7.269,agentic_ai,cybersecurity,1,ko
start,9,6,7,0.778,7.269,law,national_security,1,en
모델 정렬,8,6,7,0.875,7.269,safety_research,cybersecurity,2,ko
중점 두고,9,6,7,0.778,7.269,frontier,cybersecurity,2,ko
Signatory,8,6,7,0.875,7.269,guideline,law,1,en
사회과학,8,6,7,0.875,7.269,safety_research,norms,1,ko
평가 절차,8,6,7,0.875,7.269,cybersecurity,frontier,2,ko
공격적,9,6,7,0.778,7.269,cybersecurity,frontier,1,ko
법적 의무,9,6,7,0.778,7.269,law,guideline,2,ko
신뢰성 있게,8,6,7,0.875,7.269,frontier,healthcare,2,ko
맞추고 있으,8,6,7,0.875,7.269,frontier,guideline,2,ko
에이전트 기능,9,6,7,0.778,7.269,agentic_ai,safety_research,2,ko
유지한,8,6,7,0.875,7.269,cybersecurity,safety_research,1,ko
눈에,8,6,7,0.875,7.269,safety_research,cybersecurity,1,ko
SME,8,6,7,0.875,7.269,law,cybersecurity,1,en
decoding,9,6,7,0.778,7.269,open_weight,frontier,1,en
defence,9,6,7,0.778,7.269,cybersecurity,frontier,1,en
추출해,9,6,7,0.778,7.269,safety_research,frontier,1,ko
정리했,8,6,7,0.875,7.269,frontier,law,1,ko
지지하,9,6,7,0.778,7.269,norms,law,1,ko
위험 분석,9,6,7,0.778,7.269,norms,standards,2,ko
연령확인,8,6,7,0.875,7.269,youth,norms,1,ko
필요하지,8,6,7,0.875,7.269,healthcare,safety_research,1,ko
평가 인프라,9,6,7,0.778,7.269,frontier,standards,2,ko
차단되었,8,6,7,0.875,7.269,safety_research,,1,ko
개발 중인,11,10,3,0.273,7.259,agentic_ai,safety_research,2,ko
시정,8,8,5,0.625,7.242,law,cybersecurity,1,ko
개발 중이,8,8,5,0.625,7.242,agentic_ai,frontier,2,ko
수백 개의,8,8,5,0.625,7.242,law,agentic_ai,2,ko
분야 연구,8,8,5,0.625,7.242,frontier,national_security,2,ko
방문해,8,8,5,0.625,7.242,law,agentic_ai,1,ko
공개되어,8,8,5,0.625,7.242,frontier,agentic_ai,1,ko
Senate,8,8,5,0.625,7.242,law,deepfake_disinfo,1,en
접근하고,8,8,5,0.625,7.242,law,agentic_ai,1,ko
디지털 아웃룩,8,8,5,0.625,7.242,healthcare,,2,ko
월호,8,8,5,0.625,7.242,healthcare,,1,ko
연결된,11,4,11,1.0,7.199,frontier,cybersecurity,1,ko
바이러스,11,4,11,1.0,7.199,national_security,cybersecurity,1,ko
Artificial Analysis,11,4,11,1.0,7.199,frontier,open_weight,2,en
에이전트 안전,11,4,11,1.0,7.199,safety_research,agentic_ai,2,ko
Tech Policy,11,4,11,1.0,7.199,law,national_security,2,en
언어적,11,4,11,1.0,7.199,safety_research,cybersecurity,1,ko
안전 논의,11,4,11,1.0,7.199,frontier,safety_research,2,ko
제기하고,11,4,11,1.0,7.199,law,frontier,1,ko
거대,11,4,11,1.0,7.199,sovereign_ai,politics,1,ko
프런티어 모델,11,4,11,1.0,7.199,cybersecurity,frontier,2,ko
Survey,11,4,11,1.0,7.199,safety_research,cybersecurity,1,en
전문 평가,11,4,11,1.0,7.199,cybersecurity,safety_research,2,ko
사건번호,11,4,11,1.0,7.199,law,frontier,1,ko
일반화 성능,11,4,11,1.0,7.199,safety_research,guideline,2,ko
검증 절차,11,4,11,1.0,7.199,safety_research,guideline,2,ko
분리하,11,4,11,1.0,7.199,safety_research,national_security,1,ko
언급한,11,4,11,1.0,7.199,frontier,norms,1,ko
거버넌스 관점,11,4,11,1.0,7.199,safety_research,guideline,2,ko
threshold,11,4,11,1.0,7.199,safety_research,open_weight,1,en
DeepSeek V4,11,4,11,1.0,7.199,frontier,open_weight,2,en
프로브,11,4,11,1.0,7.199,safety_research,frontier,1,ko
분리하고,11,4,11,1.0,7.199,agentic_ai,safety_research,1,ko
Claim,11,4,11,1.0,7.199,law,safety_research,1,en
연방지방법원,11,4,11,1.0,7.199,law,frontier,1,ko
생기,11,4,11,1.0,7.199,safety_research,agentic_ai,1,ko
유지되는지,11,4,11,1.0,7.199,safety_research,frontier,1,ko
헬스,11,4,11,1.0,7.199,healthcare,law,1,ko
수입,12,4,11,0.917,7.155,physical_ai,norms,1,ko
학년,12,4,11,0.917,7.155,safety_research,deepfake_disinfo,1,ko
도널드 트럼프,12,4,11,0.917,7.155,norms,cybersecurity,2,ko
신임,12,4,11,0.917,7.155,physical_ai,law,1,ko
TikTok,12,4,11,0.917,7.155,youth,law,1,en
지급,12,4,11,0.917,7.155,law,youth,1,ko
독성,12,4,11,0.917,7.155,safety_research,standards,1,ko
포함할,12,4,11,0.917,7.155,safety_research,guideline,1,ko
재교육 프로그램,10,10,3,0.3,7.13,safety_research,agentic_ai,2,ko
격리 환경,8,5,8,1.0,7.086,cybersecurity,frontier,2,ko
묻는,8,5,8,1.0,7.086,frontier,safety_research,1,ko
권한 상승,8,5,8,1.0,7.086,cybersecurity,agentic_ai,2,ko
탈취한,8,5,8,1.0,7.086,cybersecurity,agentic_ai,1,ko
초대형,8,5,8,1.0,7.086,youth,law,1,ko
다원성,8,5,8,1.0,7.086,agentic_ai,safety_research,1,ko
guardrail,8,5,8,1.0,7.086,safety_research,cybersecurity,1,en
hub,8,5,8,1.0,7.086,norms,safety_research,1,en
통제하고,8,5,8,1.0,7.086,cybersecurity,frontier,1,ko
발송,8,5,8,1.0,7.086,frontier,cybersecurity,1,ko
사이버 복원력,8,5,8,1.0,7.086,cybersecurity,law,2,ko
Zuckerberg,8,5,8,1.0,7.086,norms,cybersecurity,1,en
증가해,8,5,8,1.0,7.086,politics,frontier,1,ko
메모리 반도체,8,5,8,1.0,7.086,sovereign_ai,physical_ai,2,ko
UAE,8,5,8,1.0,7.086,sovereign_ai,cybersecurity,1,en
표상,8,5,8,1.0,7.086,safety_research,frontier,1,ko
연구 의료,8,5,8,1.0,7.086,guideline,healthcare,2,ko
심각도,8,5,8,1.0,7.086,safety_research,cybersecurity,1,ko
스마트 안경,8,5,8,1.0,7.086,law,deepfake_disinfo,2,ko
배치된,8,5,8,1.0,7.086,agentic_ai,frontier,1,ko
지정된,8,5,8,1.0,7.086,cybersecurity,safety_research,1,ko
multi-agent systems,8,5,8,1.0,7.086,agentic_ai,safety_research,2,en
Llama Guard,8,5,8,1.0,7.086,safety_research,frontier,2,en
Inference-Time,8,5,8,1.0,7.086,safety_research,frontier,1,en
접촉,8,5,8,1.0,7.086,cybersecurity,safety_research,1,ko
양방향,8,5,8,1.0,7.086,standards,frontier,1,ko
접근권,8,5,8,1.0,7.086,national_security,agentic_ai,1,ko
Path,8,5,8,1.0,7.086,safety_research,youth,1,en
청년층,8,5,8,1.0,7.086,youth,healthcare,1,ko
토큰 사용량,8,5,8,1.0,7.086,frontier,agentic_ai,2,ko
Flash-Lite,8,5,8,1.0,7.086,agentic_ai,cybersecurity,1,en
Package,8,5,8,1.0,7.086,norms,law,1,en
형평성,8,5,8,1.0,7.086,politics,norms,1,ko
Coverage,8,5,8,1.0,7.086,agentic_ai,incidents,1,en
입력해,8,5,8,1.0,7.086,frontier,healthcare,1,ko
복합,8,5,8,1.0,7.086,agentic_ai,safety_research,1,ko
학습 활용,8,5,8,1.0,7.086,law,agentic_ai,2,ko
추가해,8,5,8,1.0,7.086,safety_research,frontier,1,ko
라인,8,5,8,1.0,7.086,national_security,youth,1,ko
공격 표면,8,5,8,1.0,7.086,cybersecurity,safety_research,2,ko
zero-day,8,5,8,1.0,7.086,cybersecurity,frontier,1,en
매뉴얼,8,5,8,1.0,7.086,guideline,agentic_ai,1,ko
기술적 통제,8,5,8,1.0,7.086,agentic_ai,law,2,ko
실행 방안,8,5,8,1.0,7.086,law,guideline,2,ko
기계 판독,8,5,8,1.0,7.086,deepfake_disinfo,law,2,ko
하이퍼파라미터,8,5,8,1.0,7.086,safety_research,law,1,ko
위험 범주,8,5,8,1.0,7.086,agentic_ai,safety_research,2,ko
비교 기준,8,5,8,1.0,7.086,law,guideline,2,ko
워너,8,5,8,1.0,7.086,law,frontier,1,ko
Shift,8,5,8,1.0,7.086,agentic_ai,safety_research,1,en
작동하는지,8,5,8,1.0,7.086,safety_research,guideline,1,ko
제기했,8,5,8,1.0,7.086,law,frontier,1,ko
patterns,8,5,8,1.0,7.086,law,cybersecurity,1,en
Show,8,5,8,1.0,7.086,frontier,law,1,en
장난감,8,5,8,1.0,7.086,youth,law,1,ko
분리해,8,5,8,1.0,7.086,safety_research,cybersecurity,1,ko
다차원,8,5,8,1.0,7.086,safety_research,frontier,1,ko
재생에너지,8,5,8,1.0,7.086,law,national_security,1,ko
참가,8,5,8,1.0,7.086,safety_research,agentic_ai,1,ko
뜻하,8,5,8,1.0,7.086,safety_research,politics,1,ko
모델 업데이트,8,5,8,1.0,7.086,cybersecurity,standards,2,ko
연계하,8,5,8,1.0,7.086,guideline,law,1,ko
개빈 뉴섬,8,5,8,1.0,7.086,law,frontier,2,ko
현지화,8,5,8,1.0,7.086,sovereign_ai,frontier,1,ko
단기간,8,5,8,1.0,7.086,norms,standards,1,ko
C2PA,8,5,8,1.0,7.086,deepfake_disinfo,frontier,1,en
Single,8,5,8,1.0,7.086,open_weight,deepfake_disinfo,1,en
latency,8,5,8,1.0,7.086,frontier,safety_research,1,en
오픈웨이트 모델,8,5,8,1.0,7.086,open_weight,frontier,2,ko
Blue,8,5,8,1.0,7.086,cybersecurity,safety_research,1,en
정책 프레임워크,8,5,8,1.0,7.086,guideline,agentic_ai,2,ko
기반 프레임워크,8,5,8,1.0,7.086,guideline,physical_ai,2,ko
signals,8,5,8,1.0,7.086,guideline,law,1,en
재무,8,5,8,1.0,7.086,cybersecurity,guideline,1,ko
정부들,8,5,8,1.0,7.086,frontier,law,1,ko
단계에서,8,5,8,1.0,7.086,law,cybersecurity,1,ko
agentic coding,8,5,8,1.0,7.086,frontier,,2,en
순환,8,5,8,1.0,7.086,agentic_ai,norms,1,ko
따르,8,5,8,1.0,7.086,guideline,law,1,ko
멀티턴,8,5,8,1.0,7.086,agentic_ai,healthcare,1,ko
Technological,8,5,8,1.0,7.086,norms,physical_ai,1,en
위험 경고,8,5,8,1.0,7.086,cybersecurity,agentic_ai,2,ko
익스플로잇,8,5,8,1.0,7.086,cybersecurity,frontier,1,ko
OSWorld-Verified,8,5,8,1.0,7.086,frontier,cybersecurity,1,en
Gradient,8,5,8,1.0,7.086,safety_research,norms,1,en
디지털 옴니버스,8,5,8,1.0,7.086,law,youth,2,ko
조명,8,5,8,1.0,7.086,safety_research,frontier,1,ko
Third-Party,8,5,8,1.0,7.086,cybersecurity,frontier,1,en
재구성하고,8,5,8,1.0,7.086,safety_research,frontier,1,ko
Taskforce,8,5,8,1.0,7.086,guideline,norms,1,en
권력 집중,8,5,8,1.0,7.086,law,youth,2,ko
conference,8,5,8,1.0,7.086,agentic_ai,norms,1,en
C2,8,5,8,1.0,7.086,cybersecurity,agentic_ai,1,en
Digital Europe,8,5,8,1.0,7.086,norms,cybersecurity,2,en
End-to-End,8,5,8,1.0,7.086,agentic_ai,cybersecurity,1,en
Free,8,5,8,1.0,7.086,frontier,law,1,en
워킹그룹,8,5,8,1.0,7.086,guideline,cybersecurity,1,ko
인구통계,8,5,8,1.0,7.086,safety_research,frontier,1,ko
보안 특화,16,3,16,1.0,7.07,cybersecurity,frontier,2,ko
khan,16,3,16,1.0,7.07,cybersecurity,deepfake_disinfo,1,en
거점,9,5,8,0.889,7.059,frontier,agentic_ai,1,ko
too,9,5,8,0.889,7.059,law,deepfake_disinfo,1,en
탐색하고,9,5,8,0.889,7.059,cybersecurity,safety_research,1,ko
추진되고,9,5,8,0.889,7.059,frontier,law,1,ko
G20,9,5,8,0.889,7.059,norms,cybersecurity,1,en
연말,9,5,8,0.889,7.059,national_security,frontier,1,ko
보안 우려,9,5,8,0.889,7.059,cybersecurity,frontier,2,ko
기여도,9,5,8,0.889,7.059,physical_ai,safety_research,1,ko
탐지기,9,5,8,0.889,7.059,safety_research,healthcare,1,ko
embedding,9,5,8,0.889,7.059,safety_research,agentic_ai,1,en
Attorney,9,5,8,0.889,7.059,youth,law,1,en
모델 데이터,9,5,8,0.889,7.059,open_weight,cybersecurity,2,ko
취약점 악용,9,5,8,0.889,7.059,cybersecurity,frontier,2,ko
추정되,9,5,8,0.889,7.059,cybersecurity,frontier,1,ko
바꿀,9,5,8,0.889,7.059,agentic_ai,safety_research,1,ko
판별,9,5,8,0.889,7.059,safety_research,law,1,ko
가사,9,5,8,0.889,7.059,law,frontier,1,ko
상대 제기한,9,5,8,0.889,7.059,law,frontier,2,ko
증언,9,5,8,0.889,7.059,law,frontier,1,ko
full,9,5,8,0.889,7.059,frontier,open_weight,1,en
갱신,9,5,8,0.889,7.059,law,frontier,1,ko
칩을,9,5,8,0.889,7.059,frontier,national_security,1,ko
보고된,9,5,8,0.889,7.059,open_weight,safety_research,1,ko
plans,9,5,8,0.889,7.059,agentic_ai,frontier,1,en
동맹국,9,5,8,0.889,7.059,national_security,frontier,1,ko
캠퍼스,9,5,8,0.889,7.059,frontier,guideline,1,ko
주년,9,5,8,0.889,7.059,sovereign_ai,agentic_ai,1,ko
classifier,9,5,8,0.889,7.059,safety_research,cybersecurity,1,en
근본적인,9,5,8,0.889,7.059,frontier,law,1,ko
정책 설계,9,5,8,0.889,7.059,agentic_ai,norms,2,ko
가지고,9,5,8,0.889,7.059,frontier,law,1,ko
폭행,9,5,8,0.889,7.059,deepfake_disinfo,safety_research,1,ko
필수적인,9,5,8,0.889,7.059,guideline,safety_research,1,ko
에이전트 도구,9,5,8,0.889,7.059,agentic_ai,safety_research,2,ko
IMDA,9,5,8,0.889,7.059,law,agentic_ai,1,en
ENISA,9,5,8,0.889,7.059,cybersecurity,standards,1,en
대폭,9,5,8,0.889,7.059,frontier,safety_research,1,ko
GLM,10,5,8,0.8,7.046,frontier,cybersecurity,1,en
합법적,10,5,8,0.8,7.046,national_security,frontier,1,ko
요구할,10,5,8,0.8,7.046,open_weight,norms,1,ko
준비하고,10,5,8,0.8,7.046,law,norms,1,ko
최소화하,10,5,8,0.8,7.046,safety_research,frontier,1,ko
unveils,10,5,8,0.8,7.046,frontier,cybersecurity,1,en
균형 맞추,10,5,8,0.8,7.046,safety_research,law,2,ko
소지,10,5,8,0.8,7.046,law,guideline,1,ko
아동 성적,10,5,8,0.8,7.046,youth,law,2,ko
공유하,10,5,8,0.8,7.046,guideline,law,1,ko
Profile,10,5,8,0.8,7.046,agentic_ai,law,1,en
트랜스포머,11,5,8,0.727,7.043,safety_research,law,1,ko
리만 가설,12,12,1,0.083,7.018,safety_research,agentic_ai,2,ko
경제 지수,10,7,5,0.5,6.981,frontier,law,2,ko
초기 연구,11,9,3,0.273,6.97,safety_research,agentic_ai,2,ko
글쓰기,10,8,4,0.4,6.955,frontier,standards,1,ko
약화될,10,4,10,1.0,6.947,guideline,law,1,ko
캘리포니아주,10,4,10,1.0,6.947,law,youth,1,ko
챗봇 사용,10,4,10,1.0,6.947,law,youth,2,ko
Copilot,10,4,10,1.0,6.947,frontier,law,1,en
구역,10,4,10,1.0,6.947,youth,norms,1,ko
사생활 침해,10,4,10,1.0,6.947,law,politics,2,ko
대화 기록,10,4,10,1.0,6.947,healthcare,law,2,ko
직후,10,4,10,1.0,6.947,frontier,norms,1,ko
Field,10,4,10,1.0,6.947,safety_research,frontier,1,en
접근 제어,10,4,10,1.0,6.947,agentic_ai,cybersecurity,2,ko
target,10,4,10,1.0,6.947,cybersecurity,safety_research,1,en
알리,10,4,10,1.0,6.947,frontier,youth,1,ko
마찰,10,4,10,1.0,6.947,agentic_ai,sovereign_ai,1,ko
gate,10,4,10,1.0,6.947,safety_research,frontier,1,en
평가 벤치마크,10,4,10,1.0,6.947,sovereign_ai,cybersecurity,2,ko
기술 역량,10,4,10,1.0,6.947,frontier,youth,2,ko
interaction,10,4,10,1.0,6.947,frontier,safety_research,1,en
틱톡,10,4,10,1.0,6.947,youth,deepfake_disinfo,1,ko
규명,10,4,10,1.0,6.947,safety_research,law,1,ko
Pricing,10,4,10,1.0,6.947,frontier,open_weight,1,en
타인,10,4,10,1.0,6.947,deepfake_disinfo,norms,1,ko
팟캐스트,10,4,10,1.0,6.947,frontier,cybersecurity,1,ko
uncertainty,10,4,10,1.0,6.947,frontier,guideline,1,en
접근한,10,4,10,1.0,6.947,frontier,cybersecurity,1,ko
구성한,10,4,10,1.0,6.947,safety_research,guideline,1,ko
만들지,10,4,10,1.0,6.947,cybersecurity,frontier,1,ko
투명성 책임성,10,4,10,1.0,6.947,law,frontier,2,ko
조건에서,10,4,10,1.0,6.947,safety_research,guideline,1,ko
safety evaluation,10,4,10,1.0,6.947,safety_research,cybersecurity,2,en
growing,10,4,10,1.0,6.947,frontier,cybersecurity,1,en
디지털 주권,10,4,10,1.0,6.947,sovereign_ai,law,2,ko
보장하지,10,4,10,1.0,6.947,safety_research,frontier,1,ko
정제,10,4,10,1.0,6.947,safety_research,guideline,1,ko
비교 결과,10,4,10,1.0,6.947,standards,law,2,ko
캐시,10,4,10,1.0,6.947,frontier,safety_research,1,ko
classification,10,4,10,1.0,6.947,law,safety_research,1,en
실사용,10,4,10,1.0,6.947,frontier,cybersecurity,1,ko
EU-,10,4,10,1.0,6.947,cybersecurity,youth,1,en
지각,10,4,10,1.0,6.947,safety_research,frontier,1,ko
적용되고,9,7,5,0.556,6.916,law,guideline,1,ko
예측할,9,7,5,0.556,6.916,frontier,open_weight,1,ko
통찰,9,7,5,0.556,6.916,cybersecurity,frontier,1,ko
Communication,11,4,10,0.909,6.908,agentic_ai,guideline,1,en
Global AI Regulation,11,4,10,0.909,6.908,law,cybersecurity,3,en
Regulation Tracker,11,4,10,0.909,6.908,law,cybersecurity,2,en
제안하,11,4,10,0.909,6.908,safety_research,standards,1,ko
평가체계,11,4,10,0.909,6.908,standards,safety_research,1,ko
피해자들,11,4,10,0.909,6.908,law,frontier,1,ko
capacity,11,4,10,0.909,6.908,safety_research,national_security,1,en
오늘,11,4,10,0.909,6.908,frontier,agentic_ai,1,ko
본문 세부,11,4,10,0.909,6.908,law,frontier,2,ko
moratorium,10,6,6,0.6,6.906,law,guideline,1,en
외부 도구,10,6,6,0.6,6.906,agentic_ai,cybersecurity,2,ko
